Timestamp,Science Teacher Male?,Student gender male?,Teacher same gender as student?,Morning class?,High School Year,6. How old are you?,Grade in Class,GPA,Abscences,Standards based grading used?,11. How often do you have homework?,12. Do you keep up with your homework and turn assignments in on time?,"13. How often do you work with groups/friends? (this is not asking about group projects, it's about who you generally do your work with)",14. What is the phone policy like in your class?,15. How often do you have group projects?,Essays written,Seating chart used?,Does student sit in desk?,19. What is the usual level of noise in your classroom?,20. Do you study for tests?,21. How many students are in your class?,Binder Checks?,23. What is your teacher's late work policy?,Student Teacher Present?,25. Do students need to raise their hands to talk?,26. How often do you usually talk in your science class?,Hats/Hoods allowed to be worn?,Class pet present?,Dimmed brightness?,Does student like teacher?,31. Do you enjoy your science class?,32. How strict is your science teacher with grading?,33. How much homework does your science teacher give you?,34. Does your teacher allow you to eat food whenever you want to? (besides during tests),35. Does your teacher provide students with snacks?,36. How is the temperature of the room most of the time?,37. How often do you read books outside of class? (comics included),38. Do one of your parents/guardians have a degree?,"39. Are you the youngest, middle, or oldest sibling in your family?",40. What is your current level of happiness in general?,Student hours of sleep,42. What statement best describes your family's income?
1/19/2023 9:48,0,0,1,1,2,15,94.45%,4,5,1,Once every few weeks,Always,I never work with people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,0,1,One or two people talk ocassionally,Most of the time I will study,17,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Never,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 9:49,1,0,0,0,2,16,96.85%,4,1,0,Every few days,Always,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Every week,1,1,0,One or two people talk ocassionally,Most of the time I will study,21,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,0,0,0,0,Rarely,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",No,Never,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm the only child,I have my ups and downs,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 9:50,0,1,0,1,2,16,96.45%,4,9,1,Once a week,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,1,1,1,A few people talk together,Most of the time I will study,17,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Always,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,All the time,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 9:52,0,1,0,1,3,16,62.52%,3.44,8,1,Every few days,Sometimes,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,1,1,1,A few people talk together,Sometimes I'll study,17,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Once in a while,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm the youngest,I have my ups and downs,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 9:53,0,1,0,1,3,16,34.50%,2.5,32,1,Daily,Sometimes,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every week,4,1,1,A few people talk together,I never study,17,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,0,0,0,0,Never,They are very strict with what they want and it's hard to get a good grade.,"An overwhelming amount, I cannot keep up with it.",No,Never,A little chilly,I never read books,One parent/guardian has a degree,I'm in the middle,I have my ups and downs,5,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 10:05,0,1,0,1,3,16,75.04%,4,11,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,1,0,1,A few people talk together,I always study,17,0,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Once in a while,1,1,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",Yes,All the time,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 10:05,0,1,0,1,2,15,79.54%,3.43,0,1,Every few days,Always,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,0,1,A few people talk together,I always study,17,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,A little hot,I never read books,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,5,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 10:11,0,0,1,1,2,15,82.12%,3.92,2,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,1,0,1,A few people talk together,Sometimes I'll study,17,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Rarely,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,7,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 10:11,0,1,0,1,2,16,73.13%,3.2143,12,1,Every few days,Sometimes,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,1,1,1,A few people talk together,Sometimes I'll study,18,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,0,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 10:43,0,0,1,1,4,18,85.05%,3.97,13,1,Once every few weeks,Always,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,1,1,1,One or two people talk ocassionally,I always study,17,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",Yes,All the time,Ideal temperature,I read every chance I can get,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 10:58,0,1,0,1,2,15,69.88%,3.22,4,1,Once a week,Always,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,0,1,A few people talk together,Most of the time I will study,15,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Most of the time,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:24,0,1,0,0,2,15,73.78%,3.28,11,1,Once every few weeks,Sometimes,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,1,0,Lots of people talk and it's very loud,I never study,25,1,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm the youngest,I am always feeling down,3,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:24,0,1,0,0,2,15,71.46%,2.57,8,1,Once every few weeks,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,1,1,0,One or two people talk ocassionally,Sometimes I'll study,17,1,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,0,0,1,Always,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I am very happy,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:27,0,0,1,1,2,15,61.12%,2.7,13,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,3,1,0,A few people talk together,I rarely study,20,1,They accept late work but take off points for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,0,0,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Sometimes,A little hot,I rarely read books,One parent/guardian has a degree,I'm the youngest,I feel down a decent amount of time,9,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:28,0,0,1,1,2,16,91.68%,4,12,1,Every few days,Sometimes,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,3,1,1,A few people talk together,I rarely study,25,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,0,0,0,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Never,A little hot,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I feel down a decent amount of time,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:28,0,0,1,1,3,17,22.94%,3,34,1,Once a week,Rarely,I never work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,1,1,1,Lots of people talk and it's very loud,Sometimes I'll study,20,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Never,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Never,Freezing cold,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:29,0,1,0,0,2,15,92.84%,3.97,10,1,Never,Always,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,1,1,One or two people talk ocassionally,I always study,24,0,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,0,0,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"None, they do not assign homework.",Yes,Never,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the youngest,I am happy most of the time,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:33,1,0,0,1,4,17,75.80%,3.8,10,0,Every few days,Always,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Every other week,4,0,0,"No one talks to each other, it's very quiet",Sometimes I'll study,10,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,0,0,1,Most of the time,They are very strict with what they want and it's hard to get a good grade.,"A lot, I can barely keep up.",Yes,Never,A little chilly,I read books every now and then,One parent/guardian has a degree,I'm the youngest,I am always feeling down,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:34,1,1,1,0,2,16,78.74%,3.57,6,1,Every few days,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Every other week,2,1,0,One or two people talk ocassionally,I always study,25,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,0,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",No,Never,A little hot,I rarely read books,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:37,0,1,0,0,2,15,96.47%,3.5,2,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,3,1,0,A few people talk together,Sometimes I'll study,19,0,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Never,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:37,1,1,0,1,2,15,90.41%,3.8,3,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,2,1,0,Lots of people talk and it's very loud,I never study,21,0,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,0,1,0,Rarely,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,All the time,Ideal temperature,I rarely read books,Neither parent/guardian has a degree,I'm in the middle,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:39,0,0,1,0,4,17,95.41%,3.9,7,1,Never,Always,I always work with other people,"Very free, I can look at my phone whenever I want to.",A couple times in a semester,3,0,1,A few people talk together,I always study,8,0,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Most of the time,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:41,0,1,0,0,4,17,84.51%,3.845,15,1,Once a week,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,4,0,0,A few people talk together,I never study,20,0,They accept late work but take off points for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,0,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A lot, I can barely keep up.",Yes,Sometimes,Ideal temperature,I rarely read books,Neither parent/guardian has a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:41,0,0,1,0,2,15,98.24%,4,5,1,Once every few weeks,Always,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,3,1,0,A few people talk together,Most of the time I will study,20,1,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Never,A little chilly,I read frequently in my free time,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:44,1,1,1,1,4,18,91.37%,4,13,1,Every few days,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,7,0,1,A few people talk together,Most of the time I will study,20,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:44,0,0,1,0,3,16,75.45%,3,5,1,Once a week,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,3,1,0,One or two people talk ocassionally,Sometimes I'll study,19,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,0,0,1,Rarely,They are very strict with what they want and it's hard to get a good grade.,"A little, they don't give us a lot to do.",No,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,9,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:45,0,1,0,0,4,18,84.12%,4,14,1,Every few days,Always,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,5,0,0,A few people talk together,I rarely study,18,0,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,0,0,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Most of the time,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I am very happy,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:45,1,1,1,1,4,17,79.10%,3.25,14,1,Never,Sometimes,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,4,0,0,One or two people talk ocassionally,Sometimes I'll study,22,0,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Once in a while,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:45,1,1,1,1,4,18,90%,3.48,0,1,Every few days,Always,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,0,0,A few people talk together,Sometimes I'll study,16,1,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,0,0,0,1,Always,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm the youngest,I am very happy,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:45,0,1,0,1,2,16,86.76%,3.42,9,1,Never,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,7,0,0,A few people talk together,I rarely study,20,1,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,0,0,Sometimes,"As long as I complete the work, I get a good grade.","A lot, I can barely keep up.",Yes,Never,A little chilly,I read frequently in my free time,Neither parent/guardian has a degree,I'm in the middle,I have my ups and downs,4,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:58,0,1,0,1,2,15,69.46%,4,2,1,Once every few weeks,Always,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Never,1,1,0,A few people talk together,Sometimes I'll study,20,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,0,1,1,Always,"It takes some effort to get a good grade, they grade fairly.","None, they do not assign homework.",Yes,All the time,A little hot,I rarely read books,Neither parent/guardian has a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:05,0,1,0,0,1,15,89.32%,NULL,14,1,Every few days,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,1,1,One or two people talk ocassionally,I always study,21,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Most of the time,They are very strict with what they want and it's hard to get a good grade.,"An overwhelming amount, I cannot keep up with it.",Yes,Sometimes,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the only child,I am happy most of the time,9,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:33,0,1,0,0,1,15,94.27%,NULL,5,1,Once every few weeks,Always,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every week,1,1,1,Lots of people talk and it's very loud,Most of the time I will study,22,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Sometimes,They are very strict with what they want and it's hard to get a good grade.,"A little, they don't give us a lot to do.",Yes,Most of the time,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:35,0,0,1,0,1,14,82.28%,NULL,8,1,Once a week,Most of the time,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,4,1,1,Lots of people talk and it's very loud,Most of the time I will study,22,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,1,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Most of the time,A little chilly,I read books every now and then,Both parents/guardians have a degree,I'm in the middle,I am very happy,7,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 14:39,0,1,0,0,1,15,74.37%,NULL,12,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,1,1,Lots of people talk and it's very loud,I rarely study,22,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Most of the time,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the only child,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:40,0,1,0,0,1,14,39.89%,NULL,10,1,Once a week,Sometimes,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,1,1,Lots of people talk and it's very loud,Sometimes I'll study,22,1,They accept late work but take off points for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Once in a while,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm the oldest,I have my ups and downs,5,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 14:40,0,1,0,0,1,14,30%,NULL,5,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,3,0,0,A few people talk together,Sometimes I'll study,22,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,1,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I rarely read books,Neither parent/guardian has a degree,I'm in the middle,I have my ups and downs,9,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:41,0,0,1,0,1,14,93.43%,NULL,0,0,Every few days,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,1,1,1,Lots of people talk and it's very loud,Most of the time I will study,22,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Most of the time,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm in the middle,I have my ups and downs,5,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:42,0,0,1,0,1,14,65.31%,NULL,11,1,Never,Sometimes,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,1,1,1,Lots of people talk and it's very loud,I never study,22,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Most of the time,Ideal temperature,I never read books,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,4,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:42,0,1,0,0,1,15,75.60%,NULL,21,1,Every few days,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,1,1,1,A few people talk together,Most of the time I will study,22,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,0,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A lot, I can barely keep up.",Yes,All the time,A little hot,I rarely read books,Both parents/guardians have a degree,I'm the youngest,I am happy most of the time,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 14:44,0,1,0,0,1,14,56.98%,NULL,2,1,Never,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,1,1,1,Lots of people talk and it's very loud,Sometimes I'll study,22,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Never,Ideal temperature,I never read books,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 14:46,0,1,0,0,1,14,37.50%,NULL,7,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every week,1,1,1,Lots of people talk and it's very loud,Sometimes I'll study,22,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","An overwhelming amount, I cannot keep up with it.",Yes,Sometimes,A little hot,I rarely read books,One parent/guardian has a degree,I'm the only child,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 14:47,0,1,0,0,1,15,54.68%,NULL,1,1,Once a week,Rarely,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,3,1,1,Lots of people talk and it's very loud,I never study,22,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,1,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A lot, I can barely keep up.",Yes,Most of the time,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm the oldest,I am always feeling down,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 14:48,0,0,1,0,1,14,38.12%,NULL,3,1,Never,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,1,0,Lots of people talk and it's very loud,Sometimes I'll study,23,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,1,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A lot, I can barely keep up.",Yes,All the time,Ideal temperature,I never read books,Neither parent/guardian has a degree,I'm the youngest,I am happy most of the time,10,"Our income covers our needs and a little more, I feel good about it."
