Timestamp,1. What gender is your English teacher?,2. What is your gender?,3. Is your English teacher's gender the same as your gender?,"4. On a 7-period day, is your English class before or after lunch?",5. What high school year are you in?,6. How old are you?,"7. What is your exact grade in the class? (to the hundredths place, for example 86.41%)","8. What is your cumulative GPA so far? (to the hundredths place, for example 3.37. If you are a freshman, type in 0.00)",9. How many absences do you have in English class for the semester?,10. Does your teacher use standards based grading? (Standards based grading is when 85% and above is considered an A and your teacher grades you from 1-4 on assignments),11. How often do you have homework?,12. Do you keep up with your homework and turn assignments in on time?,"13. How often do you work with groups/friends? (this is not asking about group projects, it's about who you generally do your work with)",14. What is the phone policy like in your class?,15. How often do you have group projects?,16. How many books have you read this semester in English class?,17. How many essays have you written for English so far?,18. Do you sit in a seating chart?,19. What do you sit in? (Desks that are pushed together to form partners count as desks),20. What is the usual level of noise in your classroom?,21. How many students are in your class?,22. Do you study for tests?,23. Does your teacher perform binder checks?,24. What is your teacher's late work policy?,25. Has there been a student teacher or teacher's assistant in your classroom this semester?,26. Do students need to raise their hands to talk?,27. How often do you usually talk in English class?,28. Are hats or hoods allowed to be worn in the classroom?,"29. Is there a class pet in your classroom? (This includes animals you cannot touch, like snakes.)",30. Does your teacher keep the lights on full brightness or do they dim them in the classroom?,31. Do you like your teacher?,32. Do you enjoy your English class?,33. How strict is your English teacher with grading?,34. How much homework does your English teacher give you?,35. Does your teacher allow you to eat food whenever you want to? (besides during tests),36. Does your teacher provide students with snacks?,37. How is the temperature of the room most of the time?,38. How often do you read books outside of class? (comics included),39. Do one of your parents/guardians have a degree?,"40. Are you the youngest, middle, or oldest sibling in your family?",41. What is your current level of happiness in general?,42. How many hours of sleep do you usually get each night?,43. What statement best describes your family's income?
1/13/2023 9:31:45,1,0,0,1,2,16,94.63%,4,7,1,Never,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,2,2,1,0,A few people talk together,12,I never study,0,They accept late work and do not take any points off for assignments being late,0,0,Multiple times every period,1,0,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Freezing cold,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I feel down a decent amount of time,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/13/2023 10:08:35,1,1,1,0,2,16,84.03%,3.6429,12,1,Daily,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,2,0,1,A few people talk together,25,I always study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the youngest,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 10:22:52,1,1,1,0,2,15,84.04%,3.875,12,1,Every few days,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,1,3,0,1,A few people talk together,18,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 11:43:00,1,0,0,0,2,15,78.41%,NULL,8,1,Once every few weeks,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,1,3,1,0,Lots of people talk and it's very loud,25,I always study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I never read books,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 13:36:58,1,0,0,0,2,16,77.46%,3.71,14,1,Once every few weeks,Rarely,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,2,2,0,0,A few people talk together,18,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,Multiple times every period,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,A little chilly,I never read books,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,7,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 13:37:11,1,0,0,0,2,15,84.27%,3.71,5,1,Once a week,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,2,1,0,A few people talk together,18,I always study,0,They accept late work but take off points for assignments being late,0,1,Once in a while,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,A little chilly,I read frequently in my free time,Both parents/guardians have a degree,I'm in the middle,I feel down a decent amount of time,6,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 13:37:55,1,0,0,0,2,16,86.51%,4,18,1,Once a week,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,2,0,1,A few people talk together,18,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,1,1,Rarely,They are very strict with what they want and it's hard to get a good grade.,"A little, they don't give us a lot to do.",1,Never,A little chilly,I read books every now and then,Neither parent/guardian has a degree,I'm the oldest,I am happy most of the time,6,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 13:38:08,1,0,0,0,2,15,97.19%,4,15,1,Every few days,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,0,1,A few people talk together,18,I rarely study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",0,Never,A little chilly,I read frequently in my free time,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 13:38:10,1,0,0,0,2,16,93.96%,3.75,8,1,Once a week,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,0,1,A few people talk together,18,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",0,Never,Freezing cold,I read every chance I can get,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,5,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 13:38:41,1,0,0,0,2,16,89.08%,3.85,1,1,Once every few weeks,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,0,1,A few people talk together,18,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,Once in a while,0,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,A little chilly,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/13/2023 13:40:31,1,0,0,0,2,16,89.02%,3.82,7,1,Never,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,0,1,A few people talk together,18,I never study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,0,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","None, they do not assign homework.",1,Never,Freezing cold,I read every chance I can get,Both parents/guardians have a degree,I'm the youngest,I am very happy,9,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 13:40:33,1,1,1,0,2,15,94.23%,3.85,10,1,Once a week,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,3,3,1,1,A few people talk together,19,Most of the time I will study,0,They accept late work but take off points for assignments being late,0,0,A couple times every period,0,0,1,1,Sometimes,They are very strict with what they want and it's hard to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,A little hot,I rarely read books,Both parents/guardians have a degree,I'm the oldest,I am happy most of the time,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 13:40:35,1,1,1,0,2,15,60.91%,2.57,9,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,1,1,One or two people talk ocassionally,18,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,1,1,Always,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Rarely,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I am happy most of the time,7,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/13/2023 13:41:19,1,0,0,0,2,16,94.48%,4,3,1,Once every few weeks,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,0,1,A few people talk together,18,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,Once in a while,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Rarely,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the only child,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 13:42:17,1,1,1,0,2,16,98.12%,4,6,1,Once a week,Always,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,1,1,A few people talk together,15,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,Once in a while,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 13:59:06,0,0,0,1,4,18,53.79%,19,NULL,1,Never,Rarely,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,1,3,0,1,Lots of people talk and it's very loud,NULL,Sometimes I'll study,0,They accept late work but take off points for assignments being late,1,1,Multiple times every period,1,0,1,0,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm the only child,I am happy most of the time,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:16:43,1,0,0,0,2,16,90.81%,4,10,1,Every few days,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,2,1,1,Lots of people talk and it's very loud,21,I always study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,1,1,Sometimes,They are very strict with what they want and it's hard to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I never read books,Both parents/guardians have a degree,I'm the only child,I have my ups and downs,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:17:35,0,1,0,0,2,15,76.57%,3.8,15,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,2,5,0,1,A few people talk together,21,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,6,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:18:01,1,0,0,0,2,16,95.37%,4,3,1,Once a week,Always,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,3,2,0,1,Lots of people talk and it's very loud,NULL,Most of the time I will study,0,They accept late work but take off points for assignments being late,0,0,Once in a while,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I never read books,One parent/guardian has a degree,I'm the youngest,I feel down a decent amount of time,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/13/2023 14:19:14,1,1,1,0,2,15,76.94%,3.35,3,1,Once a week,Sometimes,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,2,1,1,Lots of people talk and it's very loud,25,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,I rarely talk in class,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Rarely,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,8,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:19:38,1,0,0,0,2,16,90.93%,3.73,15,1,Once every few weeks,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,3,1,1,A few people talk together,25,I never study,0,They accept late work but take off points for assignments being late,0,0,Multiple times every period,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:20:04,1,1,1,0,2,15,78.92%,4,13,1,Once every few weeks,Sometimes,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every week,1,4,0,1,A few people talk together,25,I rarely study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,8,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:20:06,1,0,0,0,2,16,90.87%,3.6,4,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Very free, I can look at my phone whenever I want to.",Every other week,2,3,0,1,A few people talk together,25,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,Multiple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm in the middle,I have my ups and downs,9,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:20:27,1,1,1,0,2,16,93.23%,4,20,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,2,1,1,Lots of people talk and it's very loud,25,I always study,0,They accept late work and do not take any points off for assignments being late,0,1,I rarely talk in class,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I never read books,Neither parent/guardian has a degree,I'm the youngest,I am happy most of the time,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/13/2023 14:20:29,1,0,0,0,2,15,83.73%,3.3,12,1,Every few days,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,2,0,1,A few people talk together,18,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,A little chilly,I read books every now and then,One parent/guardian has a degree,I'm in the middle,I have my ups and downs,9,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:20:41,1,1,1,0,2,15,91.98%,4,11,1,Once a week,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,2,2,1,1,Lots of people talk and it's very loud,25,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the youngest,I am very happy,8,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 14:21:43,1,1,1,0,2,15,90.84%,4,11,1,Never,Always,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,7,0,1,Lots of people talk and it's very loud,25,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"None, they do not assign homework.",1,Rarely,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,8,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:21:45,1,0,0,0,2,16,93.19%,4,3,1,Once every few weeks,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,2,3,0,1,Lots of people talk and it's very loud,20,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Always,They are very strict with what they want and it's hard to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,5,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 14:22:15,1,1,1,0,2,15,69.66%,3.1,13,1,Daily,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,3,4,0,1,A few people talk together,25,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,0,1,Most of the time,They are very strict with what they want and it's hard to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Sometimes,A little hot,I rarely read books,One parent/guardian has a degree,I'm in the middle,I have my ups and downs,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:24:21,1,0,0,0,2,16,93.77%,3.85,5,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,2,2,0,0,Lots of people talk and it's very loud,25,Most of the time I will study,0,They accept late work but take off points for assignments being late,0,0,Once in a while,1,0,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,A little chilly,I rarely read books,Both parents/guardians have a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 14:24:26,1,0,0,0,2,15,76.08%,3.3,13,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,3,1,0,Lots of people talk and it's very loud,25,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,I rarely talk in class,1,0,1,1,Never,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",0,Never,A little chilly,I rarely read books,Neither parent/guardian has a degree,I'm in the middle,I feel down a decent amount of time,6,"Our income just barely covers our needs, I often worry about it."
1/13/2023 14:25:51,1,0,0,0,2,15,79.10%,3.9286,0,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,3,0,1,Lots of people talk and it's very loud,20,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,7,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 14:49:30,0,1,0,0,3,16,87.31%,3.3,13,1,Never,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,4,1,0,1,Lots of people talk and it's very loud,25,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,Multiple times every period,1,0,1,1,Most of the time,"They are not very strict, but I need to work a little hard here and there.","None, they do not assign homework.",1,Sometimes,A little hot,I never read books,One parent/guardian has a degree,I'm the only child,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 15:05:38,1,0,0,0,2,16,75.80%,3.3,9,1,Once a week,Most of the time,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every week,3,2,1,1,A few people talk together,20,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,A little hot,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I am very happy,6,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 15:09:12,1,1,1,0,2,15,81.58%,2.88,3,1,Once a week,Always,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,3,2,0,0,A few people talk together,25,I always study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I never read books,Both parents/guardians have a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 15:10:23,1,1,1,0,2,16,38.87%,1.28,20,1,Every few days,Rarely,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,3,0,0,A few people talk together,23,Sometimes I'll study,0,They accept late work but take off points for assignments being late,0,1,Multiple times every period,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Rarely,A little chilly,I never read books,Neither parent/guardian has a degree,I'm the youngest,I feel down a decent amount of time,3,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/13/2023 15:11:01,1,1,1,0,2,15,72.81%,3.21,8,1,Once a week,Most of the time,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,3,2,1,1,Lots of people talk and it's very loud,23,I always study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Rarely,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,6,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 15:11:16,1,0,0,0,2,15,77.49%,3.57,3,1,Once every few weeks,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,2,1,1,"No one talks to each other, it's very quiet",23,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the oldest,I am very happy,8,"Our income covers our needs and more, I don't need to worry about money."
1/13/2023 15:11:41,1,0,0,0,2,15,74.69%,3.7,23,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,3,1,1,Lots of people talk and it's very loud,23,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Rarely,A little chilly,I never read books,Both parents/guardians have a degree,I'm in the middle,I feel down a decent amount of time,4,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 15:12:52,1,1,1,0,2,15,88.65%,3.5,3,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,3,3,0,1,One or two people talk ocassionally,20,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",0,Never,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 15:12:55,1,1,1,0,2,16,81.48%,3.2,75,1,Once a week,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,2,3,1,0,A few people talk together,22,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I feel down a decent amount of time,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/13/2023 15:13:05,1,0,0,0,2,15,74.35%,2.9286,3,1,Daily,Most of the time,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,0,1,A few people talk together,23,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,Multiple times every period,1,0,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,A little hot,I rarely read books,Neither parent/guardian has a degree,I'm the oldest,I am very happy,7,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 15:13:26,1,1,1,0,2,15,68.78%,3.28,12,1,Once every few weeks,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,3,0,1,Lots of people talk and it's very loud,23,I never study,0,They accept late work and do not take any points off for assignments being late,0,0,Once in a while,1,0,1,1,Rarely,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm the youngest,I am always feeling down,3,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 15:13:37,1,0,0,0,2,16,76.25%,3.5,1,1,Once every few weeks,Sometimes,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,7,1,1,Lots of people talk and it's very loud,24,Most of the time I will study,0,They accept late work but take off points for assignments being late,0,0,I never talk in class,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,A little chilly,I read books every now and then,One parent/guardian has a degree,I'm in the middle,I feel down a decent amount of time,9,"Our income just barely covers our needs, I often worry about it."
1/13/2023 15:13:43,1,1,1,0,2,16,93.29%,2.7,1,1,Daily,Always,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,2,3,0,0,A few people talk together,16,I always study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the oldest,I am always feeling down,8,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 15:21:42,1,1,1,0,2,16,67.72%,3.07,7,1,Once a week,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,1,4,0,0,One or two people talk ocassionally,23,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,A little hot,I read frequently in my free time,Both parents/guardians have a degree,I'm the youngest,I am happy most of the time,6,"Our income covers our needs and a little more, I feel good about it."
